Unnamed: 0,Period,Location,Sector,Expenditure(million USD),GDP(%)
21264,2018,Japan,Economic affairs n.e.c.,720.863,0.01431
21265,2018,Kazakhstan,Total function,32597.929,18.17661
21266,2018,Kazakhstan,Environment protection,513.825,0.28651
21267,2018,Kazakhstan,Housing and community amenities,2314.603,1.29062
21268,2018,Kazakhstan,Health,3511.171,1.95783
21269,2018,Kazakhstan,Education,5836.503,3.25443
21270,2018,Kazakhstan,Social protection,8715.126,4.85956
21271,2018,Kazakhstan,General public services,2459.957,1.37167
21272,2018,Kazakhstan,Defence,2551.465,1.4227
21273,2018,Kazakhstan,Public order and safety,1636.937,0.91276
21274,2018,Kazakhstan,"Recreation, culture and religion",1260.353,0.70277
21275,2018,Kiribati,Total function,155.524,79.25525
21276,2018,Kiribati,Environment protection,3.406,1.73589
21277,2018,Kiribati,Housing and community amenities,0.0,0.0
21278,2018,Kiribati,Health,23.983,12.22177
21279,2018,Kiribati,Education,23.546,11.99902
21280,2018,Kiribati,Social protection,2.364,1.20463
21281,2018,Kiribati,General public services,42.559,21.68782
21282,2018,Kiribati,Defence,0.0,0.0
21283,2018,Kiribati,Public order and safety,11.408,5.81374
21284,2018,Kiribati,"Recreation, culture and religion",0.0,0.0
21285,2018,"Korea, Republic of",Total function,537406.294,31.1584
21286,2018,"Korea, Republic of",Environment protection,13762.775,0.79796
21287,2018,"Korea, Republic of",Housing and community amenities,16978.479,0.9844
21288,2018,"Korea, Republic of",Health,80912.349,4.69124
21289,2018,"Korea, Republic of",Education,82498.114,4.78318
21290,2018,"Korea, Republic of",Social protection,119182.576,6.91011
21291,2018,"Korea, Republic of",General public services,69608.119,4.03583
21292,2018,"Korea, Republic of",Defence,42011.58,2.4358
21293,2018,"Korea, Republic of",Public order and safety,20375.793,1.18137
21294,2018,"Korea, Republic of","Recreation, culture and religion",16474.917,0.9552
21295,2018,Kyrgyzstan,Total function,2705.522,32.71052
21296,2018,Kyrgyzstan,"Agriculture, forestry, fishing and hunting",45.629,0.55166
21297,2018,Kyrgyzstan,"Mining, manufacturing and construction",4.095,0.04951
21298,2018,Kyrgyzstan,Transport,118.208,1.42917
21299,2018,Kyrgyzstan,Communication,1.591,0.01923
21300,2018,Kyrgyzstan,Fuel and energy,5.741,0.06941
21301,2018,Kyrgyzstan,Environment protection,13.98,0.16902
21302,2018,Kyrgyzstan,Housing and community amenities,138.874,1.67902
21303,2018,Kyrgyzstan,Health,257.095,3.10835
21304,2018,Kyrgyzstan,Education,544.997,6.58917
21305,2018,Kyrgyzstan,Social protection,829.72,10.03155
21306,2018,Kyrgyzstan,General public services,283.893,3.43235
21307,2018,Kyrgyzstan,"Recreation, culture and religion",68.73,0.83097
21308,2018,Kyrgyzstan,"General economic, commercial and labour affairs",27.455,0.33194
21309,2018,Kyrgyzstan,Other industries,0.289,0.00349
21310,2018,Kyrgyzstan,RandD Economic affairs,3.177,0.03841
21311,2018,Kyrgyzstan,Economic affairs n.e.c.,74.089,0.89576
21312,2018,Latvia,Total function,13559.401,39.38363
21313,2018,Latvia,"Agriculture, forestry, fishing and hunting",140.534,0.40818
21314,2018,Latvia,"Mining, manufacturing and construction",16.616,0.04826
21315,2018,Latvia,Transport,1194.465,3.46935
21316,2018,Latvia,Communication,12.742,0.03701
21317,2018,Latvia,Fuel and energy,418.542,1.21567
21318,2018,Latvia,Environment protection,199.026,0.57808
21319,2018,Latvia,Housing and community amenities,385.641,1.1201
21320,2018,Latvia,Health,1383.535,4.01851
21321,2018,Latvia,Education,2005.745,5.82574
21322,2018,Latvia,Social protection,3999.409,11.61639
21323,2018,Latvia,General public services,1386.724,4.02778
21324,2018,Latvia,Defence,725.496,2.10722
21325,2018,Latvia,Public order and safety,756.992,2.1987
21326,2018,Latvia,"Recreation, culture and religion",566.067,1.64416
21327,2018,Latvia,"General economic, commercial and labour affairs",209.466,0.6084
21328,2018,Latvia,Other industries,38.853,0.11285
21329,2018,Latvia,RandD Economic affairs,0.366,0.00106
21330,2018,Latvia,Economic affairs n.e.c.,119.194,0.3462
21331,2018,Lithuania,Total function,18278.826,34.00622
21332,2018,Lithuania,"Agriculture, forestry, fishing and hunting",279.544,0.52007
21333,2018,Lithuania,"Mining, manufacturing and construction",13.829,0.02573
21334,2018,Lithuania,Transport,832.266,1.54836
21335,2018,Lithuania,Communication,22.792,0.0424
21336,2018,Lithuania,Fuel and energy,105.353,0.196
21337,2018,Lithuania,Environment protection,263.4,0.49003
21338,2018,Lithuania,Housing and community amenities,266.896,0.49654
21339,2018,Lithuania,Health,2569.544,4.78042
21340,2018,Lithuania,Education,2432.932,4.52627
21341,2018,Lithuania,Social protection,7030.376,13.07943
21342,2018,Lithuania,General public services,1865.07,3.46981
21343,2018,Lithuania,Defence,924.026,1.71907
21344,2018,Lithuania,Public order and safety,736.195,1.36963
21345,2018,Lithuania,"Recreation, culture and religion",590.406,1.0984
21346,2018,Lithuania,"General economic, commercial and labour affairs",260.554,0.48474
21347,2018,Lithuania,Other industries,59.213,0.11016
21348,2018,Lithuania,RandD Economic affairs,0.071,0.00013
21349,2018,Lithuania,Economic affairs n.e.c.,26.359,0.04904
21350,2018,Luxembourg,Total function,30032.878,42.29961
21351,2018,Luxembourg,"Agriculture, forestry, fishing and hunting",232.483,0.32744
21352,2018,Luxembourg,"Mining, manufacturing and construction",82.915,0.11678
21353,2018,Luxembourg,Transport,2334.133,3.28749
21354,2018,Luxembourg,Communication,35.24,0.04963
21355,2018,Luxembourg,Fuel and energy,71.578,0.10081
21356,2018,Luxembourg,Environment protection,627.488,0.88378
21357,2018,Luxembourg,Housing and community amenities,405.563,0.57121
21358,2018,Luxembourg,Health,3642.737,5.13059
21359,2018,Luxembourg,Education,3261.265,4.59331
21360,2018,Luxembourg,Social protection,12752.856,17.96168
21361,2018,Luxembourg,General public services,3684.944,5.19004
21362,2018,Luxembourg,Defence,293.644,0.41358
21363,2018,Luxembourg,Public order and safety,787.956,1.10979
21364,2018,Luxembourg,"Recreation, culture and religion",899.238,1.26653
21365,2018,Luxembourg,"General economic, commercial and labour affairs",505.26,0.71163
21366,2018,Luxembourg,Other industries,87.721,0.12355
21367,2018,Luxembourg,RandD Economic affairs,319.507,0.45001
21368,2018,Luxembourg,Economic affairs n.e.c.,8.338,0.01174
21369,2018,Malaysia,Total function,70720.459,19.71088
21370,2018,Malaysia,Housing and community amenities,3196.034,0.89078
21371,2018,Malaysia,Health,6990.606,1.94839
21372,2018,Malaysia,Education,15547.74,4.33339
21373,2018,Malaysia,General public services,25216.435,7.02821
21374,2018,Malaysia,Defence,4843.692,1.35001
21375,2018,Malaysia,Public order and safety,3125.77,0.8712
21376,2018,Maldives,Total function,1723.283,32.50895
21377,2018,Maldives,Environment protection,81.439,1.53632
21378,2018,Maldives,Housing and community amenities,58.04,1.0949
21379,2018,Maldives,Health,221.429,4.17716
21380,2018,Maldives,Education,208.439,3.9321
21381,2018,Maldives,Social protection,291.397,5.49707
21382,2018,Maldives,General public services,168.989,3.1879
21383,2018,Maldives,Defence,91.654,1.72902
21384,2018,Maldives,Public order and safety,163.264,3.0799
21385,2018,Maldives,"Recreation, culture and religion",55.551,1.04795
21386,2018,Malta,Total function,5479.157,35.82426
21387,2018,Malta,"Agriculture, forestry, fishing and hunting",71.92,0.47023
21388,2018,Malta,"Mining, manufacturing and construction",45.703,0.29882
21389,2018,Malta,Transport,328.778,2.14964
21390,2018,Malta,Communication,5.55,0.03629
21391,2018,Malta,Fuel and energy,85.973,0.56212
21392,2018,Malta,Environment protection,206.431,1.3497
21393,2018,Malta,Housing and community amenities,63.772,0.41696
21394,2018,Malta,Health,780.611,5.10385
21395,2018,Malta,Education,758.409,4.95869
21396,2018,Malta,Social protection,1596.414,10.4378
21397,2018,Malta,General public services,784.154,5.12702
21398,2018,Malta,Defence,75.935,0.49649
21399,2018,Malta,Public order and safety,174.781,1.14277
21400,2018,Malta,"Recreation, culture and religion",181.513,1.18678
21401,2018,Malta,"General economic, commercial and labour affairs",209.383,1.36901
21402,2018,Malta,Other industries,105.459,0.68952
21403,2018,Malta,RandD Economic affairs,3.897,0.02548
21404,2018,Malta,Economic affairs n.e.c.,0.472,0.00309
21405,2018,Marshall Islands,Total function,122.532,55.2458
21406,2018,Marshall Islands,Environment protection,1.94,0.87468
21407,2018,Marshall Islands,Housing and community amenities,1.717,0.77414
21408,2018,Marshall Islands,Health,22.56,10.17159
21409,2018,Marshall Islands,Education,31.537,14.21903
21410,2018,Marshall Islands,Social protection,2.775,1.25116
21411,2018,Marshall Islands,General public services,34.059,15.35612
21412,2018,Marshall Islands,Public order and safety,6.16,2.77735
21413,2018,Marshall Islands,"Recreation, culture and religion",0.41,0.18486
21414,2018,Mauritius,Total function,3561.661,24.17033
21415,2018,Mauritius,"Agriculture, forestry, fishing and hunting",82.689,0.56115
21416,2018,Mauritius,"Mining, manufacturing and construction",46.474,0.31538
21417,2018,Mauritius,Transport,229.58,1.55799
21418,2018,Mauritius,Communication,5.653,0.03836
21419,2018,Mauritius,Fuel and energy,2.186,0.01483
21420,2018,Mauritius,Environment protection,72.518,0.49212
21421,2018,Mauritius,Housing and community amenities,116.34,0.78951
21422,2018,Mauritius,Health,347.641,2.35918
21423,2018,Mauritius,Education,549.05,3.72599
21424,2018,Mauritius,Social protection,973.921,6.60927
21425,2018,Mauritius,General public services,647.017,4.39082
21426,2018,Mauritius,Defence,23.057,0.15647
21427,2018,Mauritius,Public order and safety,294.612,1.99931
21428,2018,Mauritius,"Recreation, culture and religion",41.783,0.28355
21429,2018,Mauritius,"General economic, commercial and labour affairs",64.377,0.43688
21430,2018,Mauritius,Other industries,49.995,0.33928
21431,2018,Mauritius,RandD Economic affairs,1.032,0.007
21432,2018,Mauritius,Economic affairs n.e.c.,13.741,0.09325
21433,2018,"Moldova, Republic of",Total function,3547.716,30.96429
21434,2018,"Moldova, Republic of","Agriculture, forestry, fishing and hunting",85.954,0.7502
21435,2018,"Moldova, Republic of","Mining, manufacturing and construction",2.452,0.0214
21436,2018,"Moldova, Republic of",Transport,246.202,2.14884
21437,2018,"Moldova, Republic of",Communication,0.351,0.00306
21438,2018,"Moldova, Republic of",Fuel and energy,12.427,0.10846
21439,2018,"Moldova, Republic of",Environment protection,6.868,0.05995
21440,2018,"Moldova, Republic of",Housing and community amenities,90.667,0.79134
21441,2018,"Moldova, Republic of",Health,464.17,4.05125
21442,2018,"Moldova, Republic of",Education,622.668,5.43462
21443,2018,"Moldova, Republic of",Social protection,1250.026,10.91016
21444,2018,"Moldova, Republic of",General public services,330.418,2.88387
21445,2018,"Moldova, Republic of",Defence,38.287,0.33417
21446,2018,"Moldova, Republic of",Public order and safety,260.456,2.27325
21447,2018,"Moldova, Republic of","Recreation, culture and religion",90.412,0.78911
21448,2018,"Moldova, Republic of","General economic, commercial and labour affairs",21.759,0.18991
21449,2018,"Moldova, Republic of",Other industries,13.201,0.11522
21450,2018,"Moldova, Republic of",RandD Economic affairs,11.136,0.09719
21451,2018,"Moldova, Republic of",Economic affairs n.e.c.,0.262,0.00229
21452,2018,Mongolia,Total function,3071.454,23.30727
21453,2018,Mongolia,Housing and community amenities,6.775,0.05141
21454,2018,Mongolia,Health,318.951,2.42031
21455,2018,Mongolia,Education,361.74,2.74501
21456,2018,Mongolia,Social protection,956.719,7.25992
21457,2018,Mongolia,General public services,742.599,5.6351
21458,2018,Mongolia,Defence,124.816,0.94715
21459,2018,Mongolia,Public order and safety,201.028,1.52547
21460,2018,Mongolia,"Recreation, culture and religion",35.702,0.27092
21461,2018,Myanmar,Total function,5718.327,7.76765
21462,2018,Myanmar,"Agriculture, forestry, fishing and hunting",244.029,0.33148
21463,2018,Myanmar,"Mining, manufacturing and construction",362.954,0.49303
21464,2018,Myanmar,Transport,184.261,0.2503
21465,2018,Myanmar,Communication,131.252,0.17829
21466,2018,Myanmar,Fuel and energy,1367.729,1.85789
21467,2018,Myanmar,Environment protection,18.826,0.02557
21468,2018,Myanmar,Housing and community amenities,216.09,0.29353
21469,2018,Myanmar,Health,243.699,0.33104
21470,2018,Myanmar,Education,553.605,0.752
21471,2018,Myanmar,Social protection,253.178,0.34391
21472,2018,Myanmar,General public services,897.743,1.21947
21473,2018,Myanmar,Defence,904.478,1.22862
21474,2018,Myanmar,Public order and safety,252.02,0.34234
21475,2018,Myanmar,"Recreation, culture and religion",56.249,0.07641
21476,2018,Myanmar,"General economic, commercial and labour affairs",29.933,0.04066
21477,2018,Myanmar,Other industries,0.0,0.0
21478,2018,Myanmar,RandD Economic affairs,0.0,0.0
21479,2018,Myanmar,Economic affairs n.e.c.,2.278,0.00309
21480,2018,Nauru,Total function,109.453,79.1971
21481,2018,Nauru,"Agriculture, forestry, fishing and hunting",1.69,1.22266
21482,2018,Nauru,"Mining, manufacturing and construction",0.0,0.0
21483,2018,Nauru,Transport,5.498,3.97801
21484,2018,Nauru,Communication,1.449,1.0488
21485,2018,Nauru,Fuel and energy,2.65,1.91782
21486,2018,Nauru,Environment protection,2.196,1.5886
21487,2018,Nauru,Housing and community amenities,4.236,3.06508
21488,2018,Nauru,Health,12.874,9.31553
21489,2018,Nauru,Education,10.518,7.61059
21490,2018,Nauru,Social protection,6.508,4.70929
21491,2018,Nauru,General public services,37.101,26.8453
21492,2018,Nauru,Defence,1.552,1.12266
21493,2018,Nauru,Public order and safety,19.816,14.33833
21494,2018,Nauru,"Recreation, culture and religion",3.168,2.29208
21495,2018,Nauru,"General economic, commercial and labour affairs",0.012,0.00838
21496,2018,Nauru,Other industries,0.086,0.06196
21497,2018,Nauru,RandD Economic affairs,0.0,0.0
21498,2018,Nauru,Economic affairs n.e.c.,0.1,0.072
21499,2018,Netherlands (Kingdom of the),Total function,386454.373,42.27965
21500,2018,Netherlands (Kingdom of the),"Agriculture, forestry, fishing and hunting",1090.021,0.11925
21501,2018,Netherlands (Kingdom of the),"Mining, manufacturing and construction",308.229,0.03372
21502,2018,Netherlands (Kingdom of the),Transport,19025.177,2.08143
21503,2018,Netherlands (Kingdom of the),Communication,113.372,0.0124
21504,2018,Netherlands (Kingdom of the),Fuel and energy,2849.643,0.31176
21505,2018,Netherlands (Kingdom of the),Environment protection,12575.985,1.37586
21506,2018,Netherlands (Kingdom of the),Housing and community amenities,4081.379,0.44652
21507,2018,Netherlands (Kingdom of the),Health,67145.531,7.34599
21508,2018,Netherlands (Kingdom of the),Education,46220.198,5.05667
21509,2018,Netherlands (Kingdom of the),Social protection,145571.539,15.92611
21510,2018,Netherlands (Kingdom of the),General public services,36955.609,4.04309
21511,2018,Netherlands (Kingdom of the),Defence,10715.981,1.17237
21512,2018,Netherlands (Kingdom of the),Public order and safety,16775.459,1.8353
21513,2018,Netherlands (Kingdom of the),"Recreation, culture and religion",11669.012,1.27664
21514,2018,Netherlands (Kingdom of the),"General economic, commercial and labour affairs",4004.617,0.43812
21515,2018,Netherlands (Kingdom of the),Other industries,3017.339,0.33011
21516,2018,Netherlands (Kingdom of the),RandD Economic affairs,4273.874,0.46758
21517,2018,Netherlands (Kingdom of the),Economic affairs n.e.c.,61.41,0.00672
21518,2018,New Zealand,Total function,72470.781,34.19189
21519,2018,New Zealand,Environment protection,1844.999,0.87048
21520,2018,New Zealand,Housing and community amenities,1159.89,0.54724
21521,2018,New Zealand,Health,13186.944,6.22163
21522,2018,New Zealand,Education,11453.544,5.40381
21523,2018,New Zealand,Social protection,21133.896,9.97102
21524,2018,New Zealand,General public services,9556.603,4.50883
21525,2018,New Zealand,Defence,1826.663,0.86182
21526,2018,New Zealand,Public order and safety,3746.86,1.76778
21527,2018,New Zealand,"Recreation, culture and religion",1954.841,0.9223
21528,2018,Norway,Total function,213354.565,48.82259
21529,2018,Norway,"Agriculture, forestry, fishing and hunting",2223.916,0.50891
21530,2018,Norway,"Mining, manufacturing and construction",25.822,0.00591
21531,2018,Norway,Transport,16115.832,3.68784
21532,2018,Norway,Communication,225.638,0.05163
21533,2018,Norway,Fuel and energy,475.131,0.10873
21534,2018,Norway,Environment protection,3847.648,0.88047
21535,2018,Norway,Housing and community amenities,3442.115,0.78767
21536,2018,Norway,Health,35763.418,8.18385
21537,2018,Norway,Education,23576.514,5.39509
21538,2018,Norway,Social protection,83079.865,19.01142
21539,2018,Norway,General public services,19377.805,4.43428
21540,2018,Norway,Defence,7490.563,1.71409
21541,2018,Norway,Public order and safety,5049.616,1.15552
21542,2018,Norway,"Recreation, culture and religion",7436.951,1.70182
21543,2018,Norway,"General economic, commercial and labour affairs",2103.166,0.48127
21544,2018,Norway,Other industries,21.765,0.00498
21545,2018,Norway,RandD Economic affairs,2242.853,0.51324
21546,2018,Norway,Economic affairs n.e.c.,855.948,0.19587
21547,2018,Paraguay,Total function,7448.402,18.51664
21548,2018,Paraguay,"Agriculture, forestry, fishing and hunting",114.76,0.28529
21549,2018,Paraguay,Transport,587.651,1.46089
21550,2018,Paraguay,Communication,49.389,0.12278
21551,2018,Paraguay,Fuel and energy,1.232,0.00306
21552,2018,Paraguay,Environment protection,61.68,0.15334
21553,2018,Paraguay,Housing and community amenities,83.917,0.20862
21554,2018,Paraguay,Health,1200.065,2.98335
21555,2018,Paraguay,Education,1298.288,3.22753
21556,2018,Paraguay,Social protection,2085.256,5.18392
21557,2018,Paraguay,General public services,645.472,1.60464
21558,2018,Paraguay,Defence,280.647,0.69769
21559,2018,Paraguay,Public order and safety,936.193,2.32737
21560,2018,Paraguay,"Recreation, culture and religion",29.093,0.07232
21561,2018,Paraguay,"General economic, commercial and labour affairs",50.87,0.12646
21562,2018,Paraguay,Other industries,23.888,0.05939
21563,2018,Peru,Total function,47432.137,21.30852
21564,2018,Peru,"Agriculture, forestry, fishing and hunting",1262.772,0.56729
21565,2018,Peru,"Mining, manufacturing and construction",175.972,0.07905
21566,2018,Peru,Transport,4800.726,2.15669
21567,2018,Peru,Communication,215.067,0.09662
21568,2018,Peru,Fuel and energy,331.646,0.14899
21569,2018,Peru,Environment protection,2701.385,1.21358
21570,2018,Peru,Housing and community amenities,969.968,0.43575
21571,2018,Peru,Health,5461.488,2.45353
21572,2018,Peru,Education,8282.209,3.72072
21573,2018,Peru,Social protection,5902.931,2.65185
21574,2018,Peru,General public services,8661.731,3.89122
21575,2018,Peru,Defence,1808.643,0.81252
21576,2018,Peru,Public order and safety,4984.63,2.23931
21577,2018,Peru,"Recreation, culture and religion",1304.937,0.58623
21578,2018,Peru,"General economic, commercial and labour affairs",330.092,0.14829
21579,2018,Peru,Other industries,153.672,0.06904
21580,2018,Peru,RandD Economic affairs,84.269,0.03786
21581,2018,Philippines,Total function,67065.501,19.33604
21582,2018,Philippines,Environment protection,422.32,0.12176
21583,2018,Philippines,Housing and community amenities,136.324,0.0393
21584,2018,Philippines,Health,3250.842,0.93727
21585,2018,Philippines,Education,12594.17,3.6311
21586,2018,Philippines,Social protection,6141.592,1.77072
21587,2018,Philippines,General public services,25296.636,7.29342
21588,2018,Philippines,Defence,2612.519,0.75323
21589,2018,Philippines,Public order and safety,3909.617,1.1272
21590,2018,Philippines,"Recreation, culture and religion",113.954,0.03285
21591,2018,Poland,Total function,244031.521,41.44699
21592,2018,Poland,"Agriculture, forestry, fishing and hunting",2902.323,0.49294
21593,2018,Poland,"Mining, manufacturing and construction",417.203,0.07086
21594,2018,Poland,Transport,20897.497,3.54929
21595,2018,Poland,Communication,73.303,0.01245
21596,2018,Poland,Fuel and energy,1160.57,0.19711
21597,2018,Poland,Environment protection,2881.054,0.48933
21598,2018,Poland,Housing and community amenities,3475.386,0.59027
21599,2018,Poland,Health,28225.091,4.79383
21600,2018,Poland,Education,29350.694,4.985
21601,2018,Poland,Social protection,95074.16,16.14766
21602,2018,Poland,General public services,25635.591,4.35402
21603,2018,Poland,Defence,9619.625,1.63382
21604,2018,Poland,Public order and safety,12376.633,2.10208
21605,2018,Poland,"Recreation, culture and religion",7843.179,1.33211
21606,2018,Poland,"General economic, commercial and labour affairs",2984.877,0.50696
21607,2018,Poland,Other industries,191.499,0.03252
21608,2018,Poland,RandD Economic affairs,705.581,0.11984
21609,2018,Poland,Economic affairs n.e.c.,217.26,0.0369
21610,2018,Portugal,Total function,104777.201,43.24042
21611,2018,Portugal,"Agriculture, forestry, fishing and hunting",660.52,0.27259
21612,2018,Portugal,"Mining, manufacturing and construction",505.838,0.20875
21613,2018,Portugal,Transport,4246.937,1.75266
21614,2018,Portugal,Communication,45.916,0.01895
21615,2018,Portugal,Fuel and energy,276.981,0.11431
21616,2018,Portugal,Environment protection,1460.557,0.60276
21617,2018,Portugal,Housing and community amenities,1115.317,0.46028
21618,2018,Portugal,Health,15650.387,6.45875
21619,2018,Portugal,Education,10750.005,4.43641
21620,2018,Portugal,Social protection,41028.119,16.93186
21621,2018,Portugal,General public services,17320.257,7.14788
21622,2018,Portugal,Defence,2107.024,0.86955
21623,2018,Portugal,Public order and safety,4137.569,1.70753
21624,2018,Portugal,"Recreation, culture and religion",2092.309,0.86347
21625,2018,Portugal,"General economic, commercial and labour affairs",2443.489,1.0084
21626,2018,Portugal,Other industries,403.355,0.16646
21627,2018,Portugal,RandD Economic affairs,532.634,0.21981
21628,2018,Romania,Total function,83900.802,34.48223
21629,2018,Romania,"Agriculture, forestry, fishing and hunting",1564.155,0.64285
21630,2018,Romania,"Mining, manufacturing and construction",1169.723,0.48074
21631,2018,Romania,Transport,5528.848,2.27229
21632,2018,Romania,Communication,159.402,0.06551
21633,2018,Romania,Fuel and energy,833.643,0.34262
21634,2018,Romania,Environment protection,1767.016,0.72622
21635,2018,Romania,Housing and community amenities,2287.412,0.9401
21636,2018,Romania,Health,11237.927,4.61865
21637,2018,Romania,Education,7637.425,3.13889
21638,2018,Romania,Social protection,28121.684,11.55768
21639,2018,Romania,General public services,10784.179,4.43217
21640,2018,Romania,Defence,4032.102,1.65715
21641,2018,Romania,Public order and safety,5271.441,2.1665
21642,2018,Romania,"Recreation, culture and religion",2454.577,1.0088
21643,2018,Romania,"General economic, commercial and labour affairs",549.089,0.22567
21644,2018,Romania,Other industries,29.303,0.01204
21645,2018,Romania,RandD Economic affairs,294.422,0.121
21646,2018,Romania,Economic affairs n.e.c.,178.455,0.07334
21647,2018,Russian Federation,Total function,568793.071,34.31987
21648,2018,Russian Federation,"Agriculture, forestry, fishing and hunting",7608.077,0.45906
21649,2018,Russian Federation,"Mining, manufacturing and construction",464.494,0.02803
21650,2018,Russian Federation,Transport,7707.043,0.46503
21651,2018,Russian Federation,Communication,2219.086,0.1339
21652,2018,Russian Federation,Fuel and energy,647.761,0.03908
21653,2018,Russian Federation,Environment protection,2449.921,0.14782
21654,2018,Russian Federation,Housing and community amenities,17783.68,1.07303
21655,2018,Russian Federation,Health,52607.12,3.17421
21656,2018,Russian Federation,Education,57163.024,3.44911
21657,2018,Russian Federation,Social protection,191334.884,11.54478
21658,2018,Russian Federation,General public services,93780.677,5.65854
21659,2018,Russian Federation,Defence,29554.415,1.78326
21660,2018,Russian Federation,Public order and safety,36520.156,2.20356
21661,2018,Russian Federation,"Recreation, culture and religion",14841.498,0.89551
21662,2018,Russian Federation,"General economic, commercial and labour affairs",2622.976,0.15827
21663,2018,Russian Federation,Other industries,28458.164,1.71711
21664,2018,Russian Federation,RandD Economic affairs,3066.168,0.18501
21665,2018,Russian Federation,Economic affairs n.e.c.,19964.533,1.20462
21666,2018,Samoa,Total function,251.113,28.08667
21667,2018,Samoa,Environment protection,13.071,1.46198
21668,2018,Samoa,Housing and community amenities,7.39,0.82651
21669,2018,Samoa,Health,31.091,3.47745
21670,2018,Samoa,Education,36.933,4.13096
21671,2018,Samoa,Social protection,9.917,1.10924
21672,2018,Samoa,General public services,61.628,6.89304
21673,2018,Samoa,Defence,0.0,0.0
21674,2018,Samoa,Public order and safety,17.695,1.9792
21675,2018,Samoa,"Recreation, culture and religion",1.651,0.18468
21676,2018,Serbia and Montenegro,Total function,,
21677,2018,Serbia and Montenegro,"Agriculture, forestry, fishing and hunting",,
21678,2018,Serbia and Montenegro,"Mining, manufacturing and construction",,
21679,2018,Serbia and Montenegro,Transport,,
21680,2018,Serbia and Montenegro,Communication,,
21681,2018,Serbia and Montenegro,Fuel and energy,,
21682,2018,Serbia and Montenegro,Environment protection,,
21683,2018,Serbia and Montenegro,Housing and community amenities,,
21684,2018,Serbia and Montenegro,Health,,
21685,2018,Serbia and Montenegro,Education,,
21686,2018,Serbia and Montenegro,Social protection,,
21687,2018,Serbia and Montenegro,General public services,,
21688,2018,Serbia and Montenegro,Defence,,
21689,2018,Serbia and Montenegro,Public order and safety,,
21690,2018,Serbia and Montenegro,"Recreation, culture and religion",,
21691,2018,Serbia and Montenegro,"General economic, commercial and labour affairs",,
21692,2018,Serbia and Montenegro,Other industries,,
21693,2018,Serbia and Montenegro,RandD Economic affairs,,
21694,2018,Serbia and Montenegro,Economic affairs n.e.c.,,
21695,2018,Serbia and Montenegro,Others,,
21696,2018,Seychelles,Total function,602.076,37.91903
21697,2018,Seychelles,"Agriculture, forestry, fishing and hunting",19.855,1.2505
21698,2018,Seychelles,"Mining, manufacturing and construction",0.0,0.0
21699,2018,Seychelles,Transport,13.551,0.85346
21700,2018,Seychelles,Communication,4.269,0.26888
21701,2018,Seychelles,Fuel and energy,2.149,0.13534
21702,2018,Seychelles,Environment protection,26.318,1.65753
21703,2018,Seychelles,Housing and community amenities,29.721,1.87183
21704,2018,Seychelles,Health,67.321,4.2399
21705,2018,Seychelles,Education,71.209,4.48475
21706,2018,Seychelles,Social protection,101.537,6.39484
21707,2018,Seychelles,General public services,170.405,10.73216
21708,2018,Seychelles,Defence,21.509,1.35466
21709,2018,Seychelles,Public order and safety,38.505,2.42509
21710,2018,Seychelles,"Recreation, culture and religion",16.506,1.03955
21711,2018,Seychelles,"General economic, commercial and labour affairs",4.201,0.26455
21712,2018,Seychelles,Other industries,15.02,0.94599
21713,2018,Seychelles,RandD Economic affairs,0.0,0.0
21714,2018,Seychelles,Economic affairs n.e.c.,0.0,0.0
21715,2018,Singapore,Total function,61366.269,16.27811
21716,2018,Singapore,"Agriculture, forestry, fishing and hunting",162.355,0.04307
21717,2018,Singapore,"Mining, manufacturing and construction",54.017,0.01433
21718,2018,Singapore,Transport,9882.944,2.62156
21719,2018,Singapore,Communication,107.238,0.02845
21720,2018,Singapore,Fuel and energy,10.644,0.00282
21721,2018,Singapore,Environment protection,1184.052,0.31408
21722,2018,Singapore,Housing and community amenities,3871.514,1.02696
21723,2018,Singapore,Health,7742.985,2.05392
21724,2018,Singapore,Education,9871.63,2.61856
21725,2018,Singapore,Social protection,3494.029,0.92683
21726,2018,Singapore,General public services,4594.126,1.21864
21727,2018,Singapore,Defence,10762.769,2.85495
21728,2018,Singapore,Public order and safety,4397.935,1.1666
21729,2018,Singapore,"Recreation, culture and religion",1854.205,0.49185
21730,2018,Singapore,"General economic, commercial and labour affairs",2120.662,0.56253
21731,2018,Singapore,Other industries,268.768,0.07129
21732,2018,Singapore,RandD Economic affairs,523.853,0.13896
21733,2018,Singapore,Economic affairs n.e.c.,462.542,0.12269
21734,2018,Slovakia,Total function,42104.465,39.66958
21735,2018,Slovakia,"Agriculture, forestry, fishing and hunting",225.869,0.21281
21736,2018,Slovakia,"Mining, manufacturing and construction",78.274,0.07375
21737,2018,Slovakia,Transport,4198.589,3.95579
21738,2018,Slovakia,Communication,48.041,0.04526
21739,2018,Slovakia,Fuel and energy,671.373,0.63255
21740,2018,Slovakia,Environment protection,847.17,0.79818
21741,2018,Slovakia,Housing and community amenities,546.652,0.51504
21742,2018,Slovakia,Health,5868.931,5.52953
21743,2018,Slovakia,Education,4161.318,3.92067
21744,2018,Slovakia,Social protection,15179.966,14.30211
21745,2018,Slovakia,General public services,5267.057,4.96246
21746,2018,Slovakia,Defence,1084.163,1.02147
