Unnamed: 0,Period,Location,Sector,Expenditure(million USD),GDP(%)
12787,2012,"China, Macao SAR",Health,529.14,1.22515
12788,2012,"China, Macao SAR",Education,1421.855,3.29211
12789,2012,"China, Macao SAR",Social protection,1350.488,3.12687
12790,2012,"China, Macao SAR",General public services,731.201,1.693
12791,2012,"China, Macao SAR",Defence,0.0,0.0
12792,2012,"China, Macao SAR",Public order and safety,647.81,1.49992
12793,2012,"China, Macao SAR","Recreation, culture and religion",233.714,0.54113
12794,2012,Colombia,Total function,112611.42,30.35992
12795,2012,Colombia,"Agriculture, forestry, fishing and hunting",1180.369,0.31823
12796,2012,Colombia,"Mining, manufacturing and construction",61.773,0.01665
12797,2012,Colombia,Transport,7321.515,1.97387
12798,2012,Colombia,Communication,451.89,0.12183
12799,2012,Colombia,Fuel and energy,2761.985,0.74463
12800,2012,Colombia,Environment protection,1418.001,0.38229
12801,2012,Colombia,Housing and community amenities,1862.1,0.50202
12802,2012,Colombia,Health,18647.157,5.02725
12803,2012,Colombia,Education,13317.967,3.59051
12804,2012,Colombia,Social protection,31275.045,8.43172
12805,2012,Colombia,General public services,18124.589,4.88637
12806,2012,Colombia,Defence,5108.254,1.37718
12807,2012,Colombia,Public order and safety,6800.06,1.83329
12808,2012,Colombia,"Recreation, culture and religion",2096.95,0.56534
12809,2012,Colombia,"General economic, commercial and labour affairs",2058.55,0.55498
12810,2012,Colombia,Other industries,125.772,0.03391
12811,2012,Colombia,RandD Economic affairs,0.0,0.0
12812,2012,Colombia,Economic affairs n.e.c.,0.0,0.0
12813,2012,Cook Islands,Total function,101.601,33.93717
12814,2012,Cook Islands,Environment protection,0.963,0.32177
12815,2012,Cook Islands,Housing and community amenities,0.0,0.0
12816,2012,Cook Islands,Health,10.532,3.5178
12817,2012,Cook Islands,Education,11.241,3.75486
12818,2012,Cook Islands,Social protection,10.891,3.63768
12819,2012,Cook Islands,General public services,27.728,9.26172
12820,2012,Cook Islands,Defence,0.536,0.17915
12821,2012,Cook Islands,Public order and safety,5.76,1.92411
12822,2012,Cook Islands,"Recreation, culture and religion",1.377,0.46005
12823,2012,Costa Rica,Total function,14526.249,30.75532
12824,2012,Costa Rica,"Agriculture, forestry, fishing and hunting",199.557,0.42251
12825,2012,Costa Rica,"Mining, manufacturing and construction",126.696,0.26824
12826,2012,Costa Rica,Transport,787.648,1.66763
12827,2012,Costa Rica,Communication,19.581,0.04146
12828,2012,Costa Rica,Fuel and energy,1.447,0.00306
12829,2012,Costa Rica,Environment protection,191.84,0.40617
12830,2012,Costa Rica,Housing and community amenities,387.116,0.81961
12831,2012,Costa Rica,Health,2968.744,6.2855
12832,2012,Costa Rica,Education,3366.63,7.12791
12833,2012,Costa Rica,Social protection,3607.018,7.63686
12834,2012,Costa Rica,General public services,1383.79,2.92979
12835,2012,Costa Rica,Defence,0.0,0.0
12836,2012,Costa Rica,Public order and safety,1087.235,2.30192
12837,2012,Costa Rica,"Recreation, culture and religion",100.269,0.21229
12838,2012,Costa Rica,"General economic, commercial and labour affairs",179.283,0.37958
12839,2012,Costa Rica,Other industries,35.448,0.07505
12840,2012,Costa Rica,RandD Economic affairs,8.789,0.01861
12841,2012,Costa Rica,Economic affairs n.e.c.,75.157,0.15912
12842,2012,Croatia,Total function,3676.063,6.40771
12843,2012,Croatia,"Agriculture, forestry, fishing and hunting",102.4,0.17849
12844,2012,Croatia,"Mining, manufacturing and construction",34.68,0.06045
12845,2012,Croatia,Transport,301.151,0.52493
12846,2012,Croatia,Communication,2.039,0.00355
12847,2012,Croatia,Fuel and energy,16.409,0.0286
12848,2012,Croatia,Environment protection,44.092,0.07686
12849,2012,Croatia,Housing and community amenities,172.755,0.30113
12850,2012,Croatia,Health,497.001,0.86632
12851,2012,Croatia,Education,397.582,0.69302
12852,2012,Croatia,Social protection,1134.54,1.97761
12853,2012,Croatia,General public services,404.764,0.70554
12854,2012,Croatia,Defence,109.159,0.19027
12855,2012,Croatia,Public order and safety,176.113,0.30698
12856,2012,Croatia,"Recreation, culture and religion",136.044,0.23714
12857,2012,Croatia,"General economic, commercial and labour affairs",109.348,0.1906
12858,2012,Croatia,Other industries,16.714,0.02913
12859,2012,Croatia,RandD Economic affairs,10.54,0.01837
12860,2012,Croatia,Economic affairs n.e.c.,10.733,0.01871
12861,2012,Cyprus,Total function,10542.205,42.0865
12862,2012,Cyprus,"Agriculture, forestry, fishing and hunting",177.943,0.71038
12863,2012,Cyprus,"Mining, manufacturing and construction",4.497,0.01795
12864,2012,Cyprus,Transport,221.626,0.88477
12865,2012,Cyprus,Communication,34.175,0.13643
12866,2012,Cyprus,Fuel and energy,37.13,0.14823
12867,2012,Cyprus,Environment protection,69.507,0.27749
12868,2012,Cyprus,Housing and community amenities,523.294,2.08909
12869,2012,Cyprus,Health,745.82,2.97746
12870,2012,Cyprus,Education,1476.608,5.8949
12871,2012,Cyprus,Social protection,3253.599,12.98899
12872,2012,Cyprus,General public services,2522.169,10.06898
12873,2012,Cyprus,Defence,460.34,1.83776
12874,2012,Cyprus,Public order and safety,497.727,1.98702
12875,2012,Cyprus,"Recreation, culture and religion",250.277,0.99915
12876,2012,Cyprus,"General economic, commercial and labour affairs",69.122,0.27595
12877,2012,Cyprus,Other industries,159.185,0.6355
12878,2012,Cyprus,RandD Economic affairs,31.477,0.12566
12879,2012,Cyprus,Economic affairs n.e.c.,7.709,0.03077
12880,2012,Czechia,Total function,93307.368,44.67509
12881,2012,Czechia,"Agriculture, forestry, fishing and hunting",897.97,0.42994
12882,2012,Czechia,"Mining, manufacturing and construction",25.744,0.01233
12883,2012,Czechia,Transport,7278.457,3.48489
12884,2012,Czechia,Communication,30.647,0.01467
12885,2012,Czechia,Fuel and energy,1928.285,0.92325
12886,2012,Czechia,Environment protection,2753.722,1.31847
12887,2012,Czechia,Housing and community amenities,1454.833,0.69657
12888,2012,Czechia,Health,16074.524,7.6964
12889,2012,Czechia,Education,9477.921,4.53798
12890,2012,Czechia,Social protection,28605.133,13.69599
12891,2012,Czechia,General public services,13991.725,6.69917
12892,2012,Czechia,Defence,1672.941,0.801
12893,2012,Czechia,Public order and safety,3553.109,1.70121
12894,2012,Czechia,"Recreation, culture and religion",2829.575,1.35479
12895,2012,Czechia,"General economic, commercial and labour affairs",1026.995,0.49172
12896,2012,Czechia,Other industries,434.223,0.2079
12897,2012,Czechia,RandD Economic affairs,586.541,0.28083
12898,2012,Czechia,Economic affairs n.e.c.,685.021,0.32798
12899,2012,Denmark,Total function,189598.902,57.95492
12900,2012,Denmark,"Agriculture, forestry, fishing and hunting",674.496,0.20617
12901,2012,Denmark,"Mining, manufacturing and construction",17.954,0.00549
12902,2012,Denmark,Transport,7143.923,2.18369
12903,2012,Denmark,Communication,1.208,0.00037
12904,2012,Denmark,Fuel and energy,893.918,0.27325
12905,2012,Denmark,Environment protection,1308.249,0.39989
12906,2012,Denmark,Housing and community amenities,921.886,0.28179
12907,2012,Denmark,Health,28310.866,8.65382
12908,2012,Denmark,Education,22809.073,6.97208
12909,2012,Denmark,Social protection,80414.668,24.58045
12910,2012,Denmark,General public services,29994.084,9.16833
12911,2012,Denmark,Defence,4589.747,1.40295
12912,2012,Denmark,Public order and safety,3334.326,1.01921
12913,2012,Denmark,"Recreation, culture and religion",6000.716,1.83425
12914,2012,Denmark,"General economic, commercial and labour affairs",2579.208,0.78839
12915,2012,Denmark,Other industries,182.651,0.05583
12916,2012,Denmark,RandD Economic affairs,311.093,0.09509
12917,2012,Denmark,Economic affairs n.e.c.,111.179,0.03398
12918,2012,Egypt,Total function,85273.617,30.83632
12919,2012,Egypt,Environment protection,238.439,0.08622
12920,2012,Egypt,Housing and community amenities,1898.264,0.68644
12921,2012,Egypt,Health,3713.967,1.34303
12922,2012,Egypt,Education,9314.474,3.36826
12923,2012,Egypt,Social protection,29134.132,10.53537
12924,2012,Egypt,General public services,24803.757,8.96944
12925,2012,Egypt,Defence,4333.347,1.56701
12926,2012,Egypt,Public order and safety,4554.778,1.64708
12927,2012,Egypt,"Recreation, culture and religion",2889.008,1.04471
12928,2012,El Salvador,Total function,5362.572,25.07497
12929,2012,El Salvador,"Agriculture, forestry, fishing and hunting",61.803,0.28898
12930,2012,El Salvador,"Mining, manufacturing and construction",147.572,0.69004
12931,2012,El Salvador,Communication,16.087,0.07522
12932,2012,El Salvador,Fuel and energy,294.997,1.37938
12933,2012,El Salvador,Environment protection,29.794,0.13931
12934,2012,El Salvador,Health,697.434,3.26115
12935,2012,El Salvador,Education,858.273,4.01322
12936,2012,El Salvador,General public services,2473.95,11.568
12937,2012,El Salvador,Defence,162.068,0.75782
12938,2012,El Salvador,Public order and safety,529.869,2.47763
12939,2012,El Salvador,"Recreation, culture and religion",29.589,0.13835
12940,2012,Estonia,Total function,9033.992,39.2433
12941,2012,Estonia,"Agriculture, forestry, fishing and hunting",152.119,0.6608
12942,2012,Estonia,"Mining, manufacturing and construction",9.122,0.03963
12943,2012,Estonia,Transport,633.144,2.75035
12944,2012,Estonia,Communication,7.709,0.03349
12945,2012,Estonia,Fuel and energy,20.942,0.09097
12946,2012,Estonia,Environment protection,203.382,0.88348
12947,2012,Estonia,Housing and community amenities,151.734,0.65912
12948,2012,Estonia,Health,1205.774,5.23784
12949,2012,Estonia,Education,1410.826,6.12857
12950,2012,Estonia,Social protection,2765.636,12.01381
12951,2012,Estonia,General public services,918.11,3.98823
12952,2012,Estonia,Defence,420.511,1.82668
12953,2012,Estonia,Public order and safety,467.663,2.03151
12954,2012,Estonia,"Recreation, culture and religion",429.505,1.86575
12955,2012,Estonia,"General economic, commercial and labour affairs",96.745,0.42025
12956,2012,Estonia,Other industries,45.867,0.19924
12957,2012,Estonia,RandD Economic affairs,76.445,0.33207
12958,2012,Estonia,Economic affairs n.e.c.,19.143,0.08316
12959,2012,Fiji,Total function,1073.543,27.0276
12960,2012,Finland,Total function,143197.406,55.43737
12961,2012,Finland,"Agriculture, forestry, fishing and hunting",2421.827,0.93758
12962,2012,Finland,"Mining, manufacturing and construction",305.78,0.11838
12963,2012,Finland,Transport,6141.29,2.37754
12964,2012,Finland,Communication,48.822,0.0189
12965,2012,Finland,Fuel and energy,122.055,0.04725
12966,2012,Finland,Environment protection,637.255,0.24671
12967,2012,Finland,Housing and community amenities,1115.197,0.43174
12968,2012,Finland,Health,19919.364,7.71157
12969,2012,Finland,Education,16533.945,6.40094
12970,2012,Finland,Social protection,60918.255,23.58386
12971,2012,Finland,General public services,21069.249,8.15674
12972,2012,Finland,Defence,3844.088,1.4882
12973,2012,Finland,Public order and safety,3512.612,1.35987
12974,2012,Finland,"Recreation, culture and religion",3083.493,1.19374
12975,2012,Finland,"General economic, commercial and labour affairs",1773.008,0.6864
12976,2012,Finland,Other industries,16.702,0.00647
12977,2012,Finland,RandD Economic affairs,1545.601,0.59836
12978,2012,Finland,Economic affairs n.e.c.,188.864,0.07312
12979,2012,France,Total function,1532571.73,56.98207
12980,2012,France,"Agriculture, forestry, fishing and hunting",5758.423,0.2141
12981,2012,France,"Mining, manufacturing and construction",824.834,0.03067
12982,2012,France,Transport,51594.543,1.91832
12983,2012,France,Communication,5223.951,0.19423
12984,2012,France,Fuel and energy,10598.222,0.39405
12985,2012,France,Environment protection,26992.125,1.00359
12986,2012,France,Housing and community amenities,35519.268,1.32063
12987,2012,France,Health,214812.812,7.98689
12988,2012,France,Education,147289.458,5.47632
12989,2012,France,Social protection,648516.354,24.11228
12990,2012,France,General public services,186981.719,6.95211
12991,2012,France,Defence,48211.695,1.79254
12992,2012,France,Public order and safety,43617.291,1.62172
12993,2012,France,"Recreation, culture and religion",42015.159,1.56215
12994,2012,France,"General economic, commercial and labour affairs",28183.124,1.04787
12995,2012,France,Other industries,8592.667,0.31948
12996,2012,France,RandD Economic affairs,22630.268,0.84141
12997,2012,France,Economic affairs n.e.c.,5205.964,0.19356
12998,2012,Georgia,Total function,4672.013,28.3344
12999,2012,Georgia,"Agriculture, forestry, fishing and hunting",140.438,0.85172
13000,2012,Georgia,"Mining, manufacturing and construction",0.424,0.00257
13001,2012,Georgia,Transport,396.425,2.4042
13002,2012,Georgia,Communication,0.0,0.0
13003,2012,Georgia,Fuel and energy,60.257,0.36544
13004,2012,Georgia,Environment protection,53.595,0.32504
13005,2012,Georgia,Housing and community amenities,299.469,1.81619
13006,2012,Georgia,Health,251.929,1.52788
13007,2012,Georgia,Education,458.802,2.7825
13008,2012,Georgia,Social protection,1049.079,6.36236
13009,2012,Georgia,General public services,568.233,3.44617
13010,2012,Georgia,Defence,434.759,2.63669
13011,2012,Georgia,Public order and safety,550.671,3.33966
13012,2012,Georgia,"Recreation, culture and religion",239.575,1.45295
13013,2012,Georgia,"General economic, commercial and labour affairs",35.912,0.2178
13014,2012,Georgia,Other industries,205.359,1.24544
13015,2012,Georgia,RandD Economic affairs,0.242,0.00147
13016,2012,Germany,Total function,1584321.733,44.91542
13017,2012,Germany,"Agriculture, forestry, fishing and hunting",7342.567,0.20816
13018,2012,Germany,"Mining, manufacturing and construction",6163.131,0.17472
13019,2012,Germany,Transport,55506.725,1.57361
13020,2012,Germany,Communication,515.2,0.01461
13021,2012,Germany,Fuel and energy,4451.793,0.12621
13022,2012,Germany,Environment protection,20223.858,0.57335
13023,2012,Germany,Housing and community amenities,16094.548,0.45628
13024,2012,Germany,Health,241781.811,6.8545
13025,2012,Germany,Education,150451.323,4.26529
13026,2012,Germany,Social protection,666699.968,18.9009
13027,2012,Germany,General public services,237497.04,6.73303
13028,2012,Germany,Defence,38875.136,1.10211
13029,2012,Germany,Public order and safety,54391.528,1.542
13030,2012,Germany,"Recreation, culture and religion",37807.476,1.07184
13031,2012,Germany,"General economic, commercial and labour affairs",25911.618,0.73459
13032,2012,Germany,Other industries,5649.216,0.16015
13033,2012,Germany,RandD Economic affairs,7392.674,0.20958
13034,2012,Germany,Economic affairs n.e.c.,7566.12,0.2145
13035,2012,Greece,Total function,137271.961,56.71384
13036,2012,Greece,"Agriculture, forestry, fishing and hunting",294.217,0.12156
13037,2012,Greece,"Mining, manufacturing and construction",269.806,0.11147
13038,2012,Greece,Transport,4729.307,1.95391
13039,2012,Greece,Communication,1.285,0.00053
13040,2012,Greece,Fuel and energy,5.139,0.00212
13041,2012,Greece,Environment protection,2687.778,1.11045
13042,2012,Greece,Housing and community amenities,553.744,0.22878
13043,2012,Greece,Health,14584.921,6.02575
13044,2012,Greece,Education,11090.296,4.58195
13045,2012,Greece,Social protection,51608.676,21.3221
13046,2012,Greece,General public services,26965.145,11.14064
13047,2012,Greece,Defence,5922.876,2.44703
13048,2012,Greece,Public order and safety,4546.867,1.87854
13049,2012,Greece,"Recreation, culture and religion",1803.843,0.74526
13050,2012,Greece,"General economic, commercial and labour affairs",8677.463,3.58509
13051,2012,Greece,Other industries,74.518,0.03079
13052,2012,Greece,RandD Economic affairs,0.0,0.0
13053,2012,Greece,Economic affairs n.e.c.,3456.082,1.42788
13054,2012,Hungary,Total function,63268.211,49.11584
13055,2012,Hungary,"Agriculture, forestry, fishing and hunting",626.874,0.48665
13056,2012,Hungary,"Mining, manufacturing and construction",210.258,0.16323
13057,2012,Hungary,Transport,4256.496,3.30437
13058,2012,Hungary,Communication,106.537,0.08271
13059,2012,Hungary,Fuel and energy,144.369,0.11208
13060,2012,Hungary,Environment protection,886.154,0.68793
13061,2012,Hungary,Housing and community amenities,1091.668,0.84747
13062,2012,Hungary,Health,6551.318,5.08586
13063,2012,Hungary,Education,6020.488,4.67377
13064,2012,Hungary,Social protection,21354.976,16.57811
13065,2012,Hungary,General public services,12271.154,9.52624
13066,2012,Hungary,Defence,932.91,0.72423
13067,2012,Hungary,Public order and safety,2463.264,1.91226
13068,2012,Hungary,"Recreation, culture and religion",2477.666,1.92344
13069,2012,Hungary,"General economic, commercial and labour affairs",3264.253,2.53408
13070,2012,Hungary,Other industries,240.76,0.1869
13071,2012,Hungary,RandD Economic affairs,349.345,0.2712
13072,2012,Hungary,Economic affairs n.e.c.,19.72,0.01531
13073,2012,Iceland,Total function,7041.214,47.73216
13074,2012,Iceland,"Agriculture, forestry, fishing and hunting",157.368,1.0668
13075,2012,Iceland,Transport,309.065,2.09514
13076,2012,Iceland,Communication,6.534,0.0443
13077,2012,Iceland,Fuel and energy,11.285,0.0765
13078,2012,Iceland,Environment protection,85.348,0.57857
13079,2012,Iceland,Housing and community amenities,119.81,0.81219
13080,2012,Iceland,Health,1048.584,7.10832
13081,2012,Iceland,Education,1027.713,6.96683
13082,2012,Iceland,Social protection,1515.863,10.27599
13083,2012,Iceland,General public services,1895.318,12.8483
13084,2012,Iceland,Defence,2.745,0.01861
13085,2012,Iceland,Public order and safety,204.847,1.38865
13086,2012,Iceland,"Recreation, culture and religion",446.821,3.02898
13087,2012,Iceland,"General economic, commercial and labour affairs",119.45,0.80975
13088,2012,Iceland,Other industries,11.938,0.08093
13089,2012,Iceland,RandD Economic affairs,57.801,0.39183
13090,2012,Iceland,Economic affairs n.e.c.,21.89,0.14839
13091,2012,India,Total function,443032.48,23.80772
13092,2012,India,Environment protection,255.627,0.01374
13093,2012,India,Housing and community amenities,25745.719,1.38353
13094,2012,India,Health,19303.207,1.03732
13095,2012,India,Education,80612.706,4.33197
13096,2012,India,Social protection,29673.505,1.5946
13097,2012,India,General public services,63761.722,3.42643
13098,2012,India,Defence,48107.468,2.5852
13099,2012,India,Public order and safety,25049.201,1.3461
13100,2012,India,"Recreation, culture and religion",3239.689,0.17409
13101,2012,Indonesia,Total function,169389.881,18.45467
13102,2012,Indonesia,Environment protection,2214.522,0.24127
13103,2012,Indonesia,Housing and community amenities,11582.113,1.26185
13104,2012,Indonesia,Health,7385.697,0.80466
13105,2012,Indonesia,Education,28692.728,3.12601
13106,2012,Indonesia,Social protection,1456.05,0.15863
13107,2012,Indonesia,General public services,89399.824,9.73992
13108,2012,Indonesia,Defence,6514.735,0.70977
13109,2012,Indonesia,Public order and safety,3669.688,0.3998
13110,2012,Indonesia,"Recreation, culture and religion",1054.744,0.11491
13111,2012,Ireland,Total function,95929.915,42.51428
13112,2012,Ireland,"Agriculture, forestry, fishing and hunting",1030.953,0.4569
13113,2012,Ireland,"Mining, manufacturing and construction",123.802,0.05487
13114,2012,Ireland,Transport,3791.116,1.68015
13115,2012,Ireland,Communication,26.145,0.01159
13116,2012,Ireland,Fuel and energy,498.742,0.22103
13117,2012,Ireland,Environment protection,1617.806,0.71698
13118,2012,Ireland,Housing and community amenities,1668.555,0.73947
13119,2012,Ireland,Health,17346.112,7.68746
13120,2012,Ireland,Education,11446.247,5.07276
13121,2012,Ireland,Social protection,35548.818,15.75455
13122,2012,Ireland,General public services,14718.616,6.52301
13123,2012,Ireland,Defence,912.251,0.40429
13124,2012,Ireland,Public order and safety,3480.788,1.54262
13125,2012,Ireland,"Recreation, culture and religion",1868.802,0.82822
13126,2012,Ireland,"General economic, commercial and labour affairs",821.263,0.36397
13127,2012,Ireland,Other industries,361.707,0.1603
13128,2012,Ireland,RandD Economic affairs,416.811,0.18472
13129,2012,Ireland,Economic affairs n.e.c.,251.382,0.11141
13130,2012,Israel,Total function,105738.578,40.91778
13131,2012,Israel,Environment protection,1518.026,0.58743
13132,2012,Israel,Housing and community amenities,576.441,0.22307
13133,2012,Israel,Health,12941.577,5.00802
13134,2012,Israel,Education,17728.671,6.86048
13135,2012,Israel,Social protection,28098.666,10.87337
13136,2012,Israel,General public services,14701.037,5.68888
13137,2012,Israel,Defence,15554.623,6.01919
13138,2012,Israel,Public order and safety,4254.251,1.64627
13139,2012,Israel,"Recreation, culture and religion",3828.892,1.48167
13140,2012,Italy,Total function,1055793.078,50.58716
13141,2012,Italy,"Agriculture, forestry, fishing and hunting",5879.578,0.28171
13142,2012,Italy,"Mining, manufacturing and construction",6829.423,0.32722
13143,2012,Italy,Transport,37768.162,1.80962
13144,2012,Italy,Communication,1556.136,0.07456
13145,2012,Italy,Fuel and energy,14018.586,0.67169
13146,2012,Italy,Environment protection,17938.219,0.85949
13147,2012,Italy,Housing and community amenities,14286.208,0.68451
13148,2012,Italy,Health,148427.781,7.11175
13149,2012,Italy,Education,84652.67,4.05604
13150,2012,Italy,Social protection,422691.619,20.2528
13151,2012,Italy,General public services,206483.527,9.89343
13152,2012,Italy,Defence,26771.142,1.28271
13153,2012,Italy,Public order and safety,39072.993,1.87214
13154,2012,Italy,"Recreation, culture and religion",12760.007,0.61138
13155,2012,Italy,"General economic, commercial and labour affairs",4179.803,0.20027
13156,2012,Italy,Other industries,3449.015,0.16526
13157,2012,Italy,RandD Economic affairs,7110.406,0.34069
13158,2012,Italy,Economic affairs n.e.c.,1917.804,0.09189
13159,2012,Japan,Total function,2527861.245,40.30158
13160,2012,Japan,"Agriculture, forestry, fishing and hunting",58987.005,0.94043
13161,2012,Japan,"Mining, manufacturing and construction",16401.711,0.26149
13162,2012,Japan,Transport,85645.582,1.36544
13163,2012,Japan,Communication,2760.982,0.04402
13164,2012,Japan,Fuel and energy,27414.306,0.43707
13165,2012,Japan,Environment protection,68099.624,1.08571
13166,2012,Japan,Housing and community amenities,40061.183,0.63869
13167,2012,Japan,Health,476939.25,7.60382
13168,2012,Japan,Education,225884.16,3.60126
13169,2012,Japan,Social protection,1034480.873,16.49268
13170,2012,Japan,General public services,269386.857,4.29482
13171,2012,Japan,Defence,57259.981,0.91289
13172,2012,Japan,Public order and safety,78826.471,1.25673
13173,2012,Japan,"Recreation, culture and religion",21259.435,0.33894
13174,2012,Japan,"General economic, commercial and labour affairs",21510.092,0.34293
13175,2012,Japan,Other industries,27256.393,0.43455
13176,2012,Japan,RandD Economic affairs,14060.579,0.22417
13177,2012,Japan,Economic affairs n.e.c.,1617.988,0.0258
13178,2012,Kazakhstan,Total function,42151.908,20.26548
13179,2012,Kazakhstan,Environment protection,199.399,0.09587
13180,2012,Kazakhstan,Housing and community amenities,2943.319,1.41507
13181,2012,Kazakhstan,Health,4901.178,2.35635
13182,2012,Kazakhstan,Education,8115.453,3.90169
13183,2012,Kazakhstan,Social protection,8901.224,4.27946
13184,2012,Kazakhstan,General public services,3412.226,1.6405
13185,2012,Kazakhstan,Defence,2287.559,1.0998
13186,2012,Kazakhstan,Public order and safety,3744.12,1.80007
13187,2012,Kazakhstan,"Recreation, culture and religion",1495.953,0.71921
13188,2012,Kiribati,Total function,141.578,74.66016
13189,2012,Kiribati,Environment protection,2.626,1.38485
13190,2012,Kiribati,Housing and community amenities,0.0,0.0
13191,2012,Kiribati,Health,17.236,9.08944
13192,2012,Kiribati,Education,25.463,13.42767
13193,2012,Kiribati,Social protection,0.493,0.25991
13194,2012,Kiribati,General public services,53.344,28.13082
13195,2012,Kiribati,Defence,0.0,0.0
13196,2012,Kiribati,Public order and safety,9.326,4.91777
13197,2012,Kiribati,"Recreation, culture and religion",0.273,0.14391
13198,2012,"Korea, Republic of",Total function,393670.727,30.79335
13199,2012,"Korea, Republic of",Environment protection,10461.688,0.81832
13200,2012,"Korea, Republic of",Housing and community amenities,13282.137,1.03894
13201,2012,"Korea, Republic of",Health,48381.858,3.78448
13202,2012,"Korea, Republic of",Education,58727.91,4.59376
13203,2012,"Korea, Republic of",Social protection,77546.577,6.06578
13204,2012,"Korea, Republic of",General public services,60132.143,4.7036
13205,2012,"Korea, Republic of",Defence,30812.562,2.41019
13206,2012,"Korea, Republic of",Public order and safety,14254.974,1.11504
13207,2012,"Korea, Republic of","Recreation, culture and religion",9660.575,0.75566
13208,2012,Latvia,Total function,10932.382,38.80073
13209,2012,Latvia,"Agriculture, forestry, fishing and hunting",205.206,0.72831
13210,2012,Latvia,"Mining, manufacturing and construction",12.218,0.04336
13211,2012,Latvia,Transport,1059.244,3.75942
13212,2012,Latvia,Communication,2.313,0.00821
13213,2012,Latvia,Fuel and energy,281.086,0.99762
13214,2012,Latvia,Environment protection,204.782,0.7268
13215,2012,Latvia,Housing and community amenities,345.929,1.22776
13216,2012,Latvia,Health,1095.745,3.88897
13217,2012,Latvia,Education,1610.881,5.71727
13218,2012,Latvia,Social protection,3199.419,11.35524
13219,2012,Latvia,General public services,1366.193,4.84883
13220,2012,Latvia,Defence,252.692,0.89684
13221,2012,Latvia,Public order and safety,505.243,1.79319
13222,2012,Latvia,"Recreation, culture and religion",428.94,1.52237
13223,2012,Latvia,"General economic, commercial and labour affairs",310.354,1.10149
13224,2012,Latvia,Other industries,16.163,0.05736
13225,2012,Latvia,RandD Economic affairs,0.206,0.00073
13226,2012,Latvia,Economic affairs n.e.c.,35.794,0.12704
13227,2012,Lithuania,Total function,15531.155,36.16653
13228,2012,Lithuania,"Agriculture, forestry, fishing and hunting",409.989,0.95472
13229,2012,Lithuania,"Mining, manufacturing and construction",10.767,0.02507
13230,2012,Lithuania,Transport,574.673,1.33821
13231,2012,Lithuania,Communication,60.796,0.14157
13232,2012,Lithuania,Fuel and energy,149.614,0.3484
13233,2012,Lithuania,Environment protection,366.653,0.8538
13234,2012,Lithuania,Housing and community amenities,107.575,0.2505
13235,2012,Lithuania,Health,2002.78,4.66376
13236,2012,Lithuania,Education,2325.943,5.41629
13237,2012,Lithuania,Social protection,5704.32,13.28333
13238,2012,Lithuania,General public services,2048.429,4.77006
13239,2012,Lithuania,Defence,401.227,0.93431
13240,2012,Lithuania,Public order and safety,754.993,1.75811
13241,2012,Lithuania,"Recreation, culture and religion",350.683,0.81662
13242,2012,Lithuania,"General economic, commercial and labour affairs",132.847,0.30935
13243,2012,Lithuania,Other industries,63.122,0.14699
13244,2012,Lithuania,RandD Economic affairs,0.039,9e-05
13245,2012,Lithuania,Economic affairs n.e.c.,66.719,0.15536
13246,2012,Luxembourg,Total function,24994.022,41.81014
13247,2012,Luxembourg,"Agriculture, forestry, fishing and hunting",222.782,0.37267
13248,2012,Luxembourg,"Mining, manufacturing and construction",32.441,0.05427
13249,2012,Luxembourg,Transport,1943.898,3.25176
13250,2012,Luxembourg,Communication,34.021,0.05691
13251,2012,Luxembourg,Fuel and energy,55.4,0.09267
13252,2012,Luxembourg,Environment protection,463.526,0.77539
13253,2012,Luxembourg,Housing and community amenities,439.603,0.73537
13254,2012,Luxembourg,Health,3009.63,5.03453
13255,2012,Luxembourg,Education,3030.752,5.06986
13256,2012,Luxembourg,Social protection,10318.587,17.26099
13257,2012,Luxembourg,General public services,3251.35,5.43888
13258,2012,Luxembourg,Defence,212.838,0.35604
13259,2012,Luxembourg,Public order and safety,577.345,0.96579
13260,2012,Luxembourg,"Recreation, culture and religion",661.294,1.10622
13261,2012,Luxembourg,"General economic, commercial and labour affairs",366.113,0.61244
13262,2012,Luxembourg,Other industries,68.402,0.11442
13263,2012,Luxembourg,RandD Economic affairs,300.307,0.50235
13264,2012,Luxembourg,Economic affairs n.e.c.,5.717,0.00956
13265,2012,Malaysia,Total function,81104.474,25.79306
13266,2012,Malaysia,Housing and community amenities,3737.535,1.18862
13267,2012,Malaysia,Health,6045.064,1.92247
13268,2012,Malaysia,Education,17673.363,5.62053
13269,2012,Malaysia,General public services,32013.126,10.1809
13270,2012,Malaysia,Defence,4773.989,1.51824
13271,2012,Malaysia,Public order and safety,3996.47,1.27097
13272,2012,Maldives,Total function,979.684,33.94414
13273,2012,Maldives,"Agriculture, forestry, fishing and hunting",4.573,0.15843
13274,2012,Maldives,"Mining, manufacturing and construction",3.551,0.12305
13275,2012,Maldives,Transport,43.899,1.52103
13276,2012,Maldives,Fuel and energy,1.268,0.04394
13277,2012,Maldives,Environment protection,9.383,0.32511
13278,2012,Maldives,Housing and community amenities,80.021,2.77257
13279,2012,Maldives,Health,19.308,0.66898
13280,2012,Maldives,Education,143.39,4.9682
13281,2012,Maldives,Social protection,102.712,3.55877
13282,2012,Maldives,General public services,415.976,14.41276
13283,2012,Maldives,Defence,52.891,1.83257
